Date,Operator,Registration,AirType,Locations,aboard,fatalities,groudfatalities
26-Nov-62,"VASP / Private",PP-SRA,"Saab Scandia / Cessna 310","Paraibuna, Brazil",26,26,0
27-Nov-62,"Varig",PP-VJB,"Boeing B-707-441","Lima, Peru",97,97,0
30-Nov-62,"Eastern Air Lines",N815D,"Douglas DC-7B","New York, New York",51,25,0
06-Dec-62,"Taxader Airlines",HK-437E,"Douglas C-47","Barrancabermeja, Colombia",26,24,0
14-Dec-62,"Panair do Brasil",PP-PDE,"Lockheed 049-46-21 Constellation","Near Manaus, Brazil",50,50,0
14-Dec-62,"Flying Tiger Line",N6913C,"Lockheed 1049H Super Constellation","Burbank, California",5,5,3
19-Dec-62,"LOT Polish Airlines",SP-LVB,"Vickers Viscount 804","Warsaw, Poland",33,33,0
20-Dec-62,"Military - U.S. Air Force",?,"KB-50","Kadena AB, Okinawa",12,12,0
22-Dec-62,"Varig",PP-VCQ,"Convair CV-240-2","Near Brasilia, Brazil",40,1,0
28-Dec-62,"Carvair ATL-98",G-ARSF,"Channel Air Bridge","Rotterdam, The Netherlands",18,1,0
29-Dec-62,"Air Nautic",F-BELZ,"Boeing B307-1 Stratoliner","Monte Renoso, Corsica, France",25,25,0
14-Jan-63,"Wien Alaska Airlines",N65458,"Beech AT-11","Barter Island, Alaska",6,5,0
15-Jan-63,"Cruzeiro",PP-CEV,"Convair CV-240-0","Sao Paulo, Brazil",45,6,7
17-Jan-63,"West Coast Airlines",N2703,"Fairchild F-27","Great Salt Lake, Utah",3,3,0
26-Jan-63,"Skyvan Airways",N67933,"Curtiss C-46F","Kotzebue, Alaska",2,1,0
29-Jan-63,"Continental Airlines",N242V,"Vickers Viscount 812","Kansas City, Missouri",8,8,0
30-Jan-63,"Military - U.S. Navy",?,"Lockheed P-3A Orion","Off Patuxent River, Maryland",14,14,0
01-Feb-63,"Middle East Airlines / Military - Turkish Air ForceC-47",OD-ADE/ CBK-28,"Vickers Viscount 754D / Douglas C-47","Ankara, Turkey",17,17,87
03-Feb-63,"Slick Airways",N9740Z,"Lockheed 1049H Super Constellation","San Francisco, California",8,4,0
08-Feb-63,"Aeroflot",CCCP-11193,"Antonov An-10A","Syktyvkar ,Russia",7,7,0
12-Feb-63,"Northwest Orient Airlines",N724US,"Boeing B-720-051B","Near Miami, Florida",43,43,0
28-Feb-63,"Eastern Air Lines",N842D,"Douglas DC-7","Boston, Massachusetts",26,0,1
02-Mar-63,"Philippine Air Lines",PI-C489,"Douglas DC-3","Near Davao City, Philippines",27,27,0
05-Mar-63,"Private",N7000P,"Piper PA-24-250 Comanche","Camden, Tennesee",4,4,0
05-Mar-63,"Aeroflot",CCCP-75765,"Ilyushin IL-18V","Ashgabat, Turkmenistan",54,12,0
15-Mar-63,"Middle East Airlines",OD-ACZ,"Avro 685 York C1","Near Karai, Iran",4,4,0
15-Mar-63,"Lloyd Aereo Boliviano",CP-707,"Douglas DC-6B","Near Tacora, Volcano, Peru",39,39,0
20-Mar-63,"Saudi Arabian Royal Flight",SA-R-7,"de Havilland Comet 4C","Monte Matto, Italy",18,18,0
23-Mar-63,"Military - Japan Air Self Defense Force",?,"H-21B","Misaki Mountain, Japan",10,10,0
30-Mar-63,"Itavia",I-TAVI,"Douglas DC-3","Near Sora, Italy",11,11,0
04-Apr-63,"Operator",CCCP-75866,"Ilyushin IL-18","Tatarstan, Russia",67,67,0
14-Apr-63,"Icelandair",TF-ISU,"Vickers Viscount 759D","Oslo, Norway",12,12,0
03-May-63,"Air Afrique",F-BIAO,"Douglas DC-6B","Near Buca, Cameroon",55,55,0
03-May-63,"Cruzeiro",PP-CDW,"Convair CV-340-59","Sao Paulo, Brazil",50,37,0
12-May-63,"United Arab Airlines",SU-AJX,"Douglas DC-3","Near Ayayda, Egypt",34,34,0
03-Jun-63,"Northwest Orient Airlines",N290,"Douglas DC-7CF","Pacific Ocean, 116 miles WSW of Annette Island, Alaska",101,101,0
03-Jun-63,"Indian Airlines",VT-AUL,"Douglas C-47","Pathankot, India",29,29,0
10-Jun-63,"Union of Burma Airways",XY-ACS,"Douglas DC-3","Mt. Kaolokung, Burma",20,20,0
16-Jun-63,"Tarom",YR-ILL,"VEB 14P","Bekkessamson, Hungary",31,31,0
16-Jun-63,"Military - Chilean Air Force",FAC-953,"Douglas C-47A","Near Aysen, Chile",20,19,0
23-Jun-63,"Military - Royal Belgian Air Force",CP-45,"Fairchild C-119","Near Augustdorf, West Germany",47,38,0
01-Jul-63,"Varig",PP-VBV,"Douglas DC-3","Passo Fundo, Brazil",18,15,0
02-Jul-63,"Mohawk Airlines",N449A,"Martin 404","Rochester, New York",43,7,0
03-Jul-63,"New Zealand National Airways",ZK-AYZ,"Douglas DC-3","Mt. Ngatamahinerua, New Zealand",23,23,0
13-Jul-63,"Aeroflot",CCCP42492,"Tupolev TU-104B","Near Irkutsk, Russia",32,32,0
15-Jul-63,"Air Madagascar",5R-MAJ,"Douglas C-47","Farafangana, Madagascar",12,6,0
17-Jul-63,"Air America",B-148,"Curtiss C-46F","Pak Tha, Laos",6,6,0
27-Jul-63,"United Arab Airlines",SU-ALD,"de Havilland Comet 4C","Off Bandra, Maharashtra, India",63,63,0
08-Aug-63,"Military - South African Air Force",1718K,"Avro Shackleton MR3","Wemmershoek Mountains, South Africa",13,13,0
12-Aug-63,"Air Inter",F-BGNV,"Vickers Viscount 708","Lyon, France",20,20,1
14-Aug-63,"American Air Export & Import Co.",N67941,"Curtiss C-46F-1-CU","Near Great Falls, Montana",2,1,0
17-Aug-63,"Fujita Koku Kabushki Kai",JA6155,"de Havilland DH-114 Heron","Hachijo-Jima Island, Japan",19,19,0
21-Aug-63,"Aeroflot",CCCP-45021,"Tupolev Tu-124","Near Leningrad , Russia",52,0,0
24-Aug-63,"Aeroflot",CCCP-61617,"Ilyushin Il-14P","Near Kutaisa, Russia",32,32,0
28-Aug-63,"Military - U.S. Air Force / Military - U.S. Air Force",61-0319/61-0322,"Boeing KC-135A / Boeing KC-135A","Off Miami, Florida",11,11,0
02-Sep-63,"?",?,"?","Northeast Laos",?,15,
04-Sep-63,"Swissair",HG-ICV,"Sud-Aviation Caravelle III","Durrenasch, Aargau, Switzerland",80,80,0
11-Sep-63,"Indian Airlines",VT-DIO,"Vickers Viscount 768D","Near Patti, India",18,18,0
11-Sep-63,"Air Nautic",F-BJER,"Vickers Viking 1B","Perpignan, France",40,40,0
22-Sep-63,"Military - U.S. Air Force",56-2002,"Douglas C-133A","Off Dover, Deleware",10,10,0
04-Oct-63,"SEA",?,"Curtiss C-46","Cucuta, Colombia",?,4,
09-Oct-63,"Aeronaves de Panama",HP-385,"Douglas C-74","Near Marseilles, France",6,6,0
14-Oct-63,"New York Airways",N6673D,"Boeing Vetrol 107 II helicopter","Jamaica, New York",6,6,0
18-Oct-63,"Military - Soviet Air Force",?,"Antonov AN-12","Near Aswan, Egypt",31,31,0
20-Oct-63,"Aeroflot",CCCP-04188,"Ilyushin IL-14","Hayes Island, Russia",5,5,0
22-Oct-63,"British Aircraft Corporation",G-ASHG,"BAC One-Eleven 200AB","Near Tisbury, England",7,7,0
08-Nov-63,"Finnair",OH-LCA,"Douglas DC-3","Mariehamn, Aaland Island, Finland",24,22,0
29-Nov-63,"Trans Canada Air Lines",CF-TJN,"McDonnell Douglas DC-8F-54F","Ste. Therese de Blainville, Canada",118,118,0
07-Dec-63,"Zantop Air Transport",N609,"Curtis C-46A-20-CU","Near Nederland, Colorado",3,3,0
08-Dec-63,"Pan American World Airways",N709PA,"Boeing B-707-121","Elkton, Maryland",81,81,0
12-Dec-63,"Trans Mediterranean Airways",OD-AEB,"Douglas C-54A","Gazni, Afghanistan",3,3,0
15-Dec-63,"Misrair",SU-AFK,"Vickers 634 Viking 1B","Cairo, Egypt",6,6,0
17-Dec-63,"Western Airlines",N93131,"Douglas DC-6B","Los Angeles, California",46,0,0
09-Jan-64,"Aerolineas Litoral Argentina",LV-FYJ,"Douglas DC-3","Zarate, Argentina",30,28,0
22-Jan-64,"Commercial Air Taxi",N2136P,"Piper PA-23","Prescott, Arizona",2,2,0
03-Feb-64,"South Central Airlines",N2999,"Beech D18S","Gainsville, Florida",10,10,0
03-Feb-64,"Turkish Airlines (THY)",TC-ETI,"Douglas C-47A","Near Ankara, Turkey",3,3,0
04-Feb-64,"Lloyd A‚reo Boliviano",CP- 568,"Douglas DC-3","Yacuiba, Bolivia",29,2,0
08-Feb-64,"Private air taxi",N2157P,"Piper PA-23","Freeport, Bahamas",4,4,0
15-Feb-64,"Commercial Air Taxi",N3823C,"Piper Aero Commander 560E","Detroit, Michigan",4,4,0
18-Feb-64,"Military - Indian Air Force",?,"Ilyushin IL-14","Banihal Pass, India",13,13,0
21-Feb-64,"Philippine Air Lines",PI-C97,"Douglas DC-3","Marawi, Philippines",32,31,0
22-Feb-64,"Commercial Air Taxi",N1800D,"Beechcraft C35","Near Forsyth, Montana",2,2,0
25-Feb-64,"Eastern Air Lines",N8607,"McDonnell Douglas DC-8-21","Lake Pontchartrain, New Orleans, Louisiana",58,58,0
27-Feb-64,"Fuji Airlines",JA5098,"Convair CV-240-0","Oita, Japan",42,20,0
29-Feb-64,"British Eagle International Airlines",G-AOVO,"Bristol Britannia 312","Near Innsbruck, Austria",83,83,0
01-Mar-64,"Paradise Airlines",N86504,"Lockheed 049 Constellation","Near Zephyr Cove, Nevada",85,85,0
04-Mar-64,"Military - Indian Air Force",?,"Fairchild C-119","Barrackpore, India",22,22,0
08-Mar-64,"Snow Valley Ski Lines",N410D,"Douglas DC-3","Near Chicago Illinois",30,1,0
08-Mar-64,"Taxi Aereo de Santander",HK-862,"Douglas DC-3","Bogota, Colombia",28,28,0
10-Mar-64,"Slick Airways - Cargo",N384,"Douglas DC-4","Boston, Massachutes",3,3,0
10-Mar-64,"Commercial Air Taxi",N994B,"Bell 47G","Grand Isle, Louisana",2,2,0
12-Mar-64,"Frontier Airlines",N61442,"Douglas DC-3C","Miles City, Montana",5,5,0
20-Mar-64,"Commercial Air Taxi",N4320P,"Piper PA-23","Near Danbury, North Carolina",3,3,0
28-Mar-64,"Private - Facilities Management Co.",N4726V,"Douglas C-54A-10-DC","North Pacific Ocean",9,9,0
28-Mar-64,"Alitalia",I-LAKE,"Vickers Viscount 785D","Mt. Vesuvius, Italy",45,45,0
12-Apr-64,"Aden Airways",VR-AAM,"Douglas DC-3","Hargeisa, Somalia",15,15,0
17-Apr-64,"Middle East Airlines",OD-AEM,"Sud Aviation Caravelle 3","Dhahran, Saudi Arabia",49,49,0
17-Apr-64,"Wein Alaska Airlines Inc.",N9984X,"Cessna 185","Elim, Alaska",2,2,0
07-May-64,"Pacific Air Lines",N2770R,"Fairchild F-27A","San Ramon, California",44,44,0
08-May-64,"Fuerza A‚rea Argentina",T-47,"Douglas C-54","Near Lima, Peru",49,46,0
08-May-64,"Military - Argentine Air Force",TC-46,"Douglas C-54","Cerro El Gaital, Panama",10,10,0
11-May-64,"Military - U.S. Air Force",62-0332,"Boeing C-135B","Papanga, Philippines",84,79,0
20-May-64,"Philippine Air Lines",PI-C51,"de Havilland Canada DHC-3 Otter","Sibuco Point ,Philippines",11,11,0
27-May-64,"VASP",PP-SPZ,"Douglas C-47-DL (DC-3)","Itapecerica da Serra, Brazil",3,3,0
04-Jun-64,"Commercial Air Taxi",N5420P,"Piper PA-24","Mason, Texas",3,3,0
13-Jun-64,"Saudi Arabian Airlines",HZ-AAN,"Douglas C-47A","Jeddah, Saudia Arabia Jeddah, Saudia Arabia",2,2,0
19-Jun-64,"Private - Air Taxi",N344S,"Aero Commander 680","Southhampton, Massachusetts",5,2,0
20-Jun-64,"Civil Air Transport",B-908,"Curtiss C-46-CU","Taichung, Taiwan",57,57,0
21-Jun-64,"TASSA",EC-AQH,"Douglas DC-3","Off Palma de Mallorca, Spain",28,1,0
07-Jul-64,"Commercial Air Taxi",N18946,"Lockheed 12A","Martinsville, Virginia",5,5,0
08-Jul-64,"United Air Lines",N1007U,"Caravelle VIR","Knoxville, Tennessee",53,1,0
09-Jul-64,"United Air Lines",N7405,"Vickers Viscount 745D","Parrottsville, Tennesee",39,39,0
14-Jul-64,"Commercial Air Taxi",N5493W,"Piper PA-28","Reno, Nevada",3,3,0
16-Jul-64,"Eastern Air Lines",N809D,"Douglas DC-7B","Richmond, Virginia",76,0,0
31-Jul-64,"Private",N8972M,"Beechcraft 35-B33 Debonair","Near Nashville, Tennesee",2,2,0
02-Aug-64,"Commercial Air Taxi",N6015Z,"Piper PA-18","Willow, Alaska",3,3,0
05-Aug-64,"Wiggins Airways",N5485Y,"Piper PA-23","East Falmouth, Massachusetts",2,2,0
22-Aug-64,"Servicios A‚reos Cochabamba",CP-680,"Douglas C-47A-25-DK","Near Tipuani, Bolivia",4,4,0
02-Sep-64,"Aeroflot",CCCP-75531,"Ilyushin IL-18B","Island of Sakhalin, Russia",87,87,0
04-Sep-64,"VASP",PP-SRR,"Vickers Viscount 710C","Pico da Caledonia, Brazil",39,39,0
04-Sep-64,"Military - Royal Thai Air Force",?,"Douglas C-47","Near Vaong Nong, Thailand",34,28,0
15-Sep-64,"AVIANCA",HK-319,"Douglas C-47A","Near Condoto, Colombia",2,2,0
02-Oct-64,"Interocean",LX-IOK,"Lockheed L-749A-79 Constellation","Addis Ababa, Ethiopia",7,1,0
02-Oct-64,"Union des Transportes Aeriens",F-BHMS,"Douglas DC-6B","Near Trevelez, Granada, Spain",80,80,0
09-Oct-64,"Tarom",YR-ILB,"Ilyushin IL-14","Near Sibiu, Romania",32,32,0
16-Oct-64,"Commercial Air Taxi",N9340F,"Hughes 269B","Crown King, Arizona",2,2,0
19-Oct-64,"Military - Soviet Air Force",?,"Ilyushin IL-18","Near Belgrade, Yugoslavia",33,33,0
03-Nov-64,"Mustang Aviati",N2849G,"Beechcraft C45G","Branson, Colorado",5,5,0
15-Nov-64,"Bonanza Airlines",N745L,"Fairchild F-27A","Las Vegas, Nevada",29,29,0
17-Nov-64,"Military - U.S. Navy",151362,"Lockheed P-3A","Off Argentia, Newfoundland, Canada",10,10,0
20-Nov-64,"Linjeflyg",SE-CCK,"Convair CV-440","Angelholm, Sweden",43,31,0
23-Nov-64,"Trans World Airlines",N769TW,"Boeing B-707-331","Rome, Italy",73,50,0
29-Nov-64,"Air Congo (BIAS)?",OO-DEP,"Douglas DC-4","Leopoldville, Democratic Republic of the Congo",14,6,0
04-Dec-64,"Commercial Air Taxi",N5089U,"Cessna 206","Fayetteville, Arkansas",5,4,0
08-Dec-64,"Aerolineas Abaroa",CP-639,"Douglas DC-3","Tripuani, Bolivia",17,17,0
11-Dec-64,"Military - Vietnamese Air Force",?,"Fairchild C-123","Near Da Nang, South Vietnam",38,38,0
21-Dec-64,"Fleming Airways System Transport",PI-C569,"Douglas DC-3","Near Kaliba, Philippines",39,1,0
24-Dec-64,"Flying Tiger Line",N6915C,"Lockheed L-1049H Super Constellation","Near San Francisco, California",3,3,0
24-Dec-64,"SATCO",OB-XAU,"Douglas DC-3","Yurimaguas, Peru",23,1,0
29-Dec-64,"Lineas A‚reas Sud Americana",CC-CAN,"Curtiss C-46","Near Turrialba, Costa Rica",5,5,0
30-Dec-64,"Zantop Air Transport",N608Z,"Curtis C-46A","Detroit, Michigan",4,4,0
02-Jan-65,"Aeroflot",CCCP-63842,"Li-2","Near Darwaza, Russia",24,24,0
03-Jan-65,"Aeroflot / Kazakhstan",CCCP-75685,"Ilyushin IL-18B","Alma-Ata, Kazakhstan",103,64,0
05-Jan-65,"Alva Aircraft Service - Taxi",N2401G,"Cessna 182B","Kla City, Oklohoma",3,3,0
13-Jan-65,"Fairbanks Air Service - Taxi",N8689X,"Cessna 180E","Fairbanks, Alaska",2,2,0
16-Jan-65,"Military - U.S. Air Force",57-1442,"Boeing KC-135A","Wichita, Kansas",7,7,23
17-Jan-65,"Aerovias del Norte",?,"Curtiss C-46","Near Durango, Mexico",10,10,0
22-Jan-65,"Military - U.S. Air Force",52-1058,"Douglas C-124C","Mt. Helmos. Greece",10,10,0
03-Feb-65,"Air Cameroon",F-OAFI,"Curtiss C-46A","Garoua, Cameroon",4,4,0
06-Feb-65,"LAN",CC-CCG-104,"Douglas DC-6B","San Jose Volcano, Chile",87,87,0
08-Feb-65,"Eastern Air Lines",N849D,"Douglas DC-7B","Off Jones Beach, New York, New York",84,84,0
13-Feb-65,"Aerolineas El Salvador",YS-012C,"Curtiss C-46A","Miami, Florida",2,2,0
13-Feb-65,"Aeroflot",CCCP-52003,"Ilyushin IL-14P","Near Shirinbulak, Azerbaijan",23,23,0
14-Feb-65,"Zen Nippon",JA5080,"Douglas DC-3","Mt. Nakanoone, Japan",2,2,0
14-Feb-65,"Air Taxi",N2151D,"Beechcraft B-35","South Beach, New York",2,2,0
02-Mar-65,"Aeroflot",CCCP-54971,"Li-2","Near Aradan, Russia",31,31,0
08-Mar-65,"Fairways (Filipinas Orient Airways)",PI-C948,"Douglas DC-3","Libmanan, Philippines",12,10,0
08-Mar-65,"Aeroflot",CCCP-45028,"Tupolev Tu-124V","Kuibyshev , Russia",30,30,0
17-Mar-65,"Eastern Provincial Airways",CF-NAF,"Handley Page HPR-7 Herald 211","Musquodoboit, Nova Scotia, Canada",8,8,0
20-Mar-65,"Aeroflot",CCCP-46764,"Antonov AN-24","Khanty, Russia",47,43,0
22-Mar-65,"AVIANCA",HK-109,"Douglas C-47","Sugar Loaf Mountain, Colombia",28,28,0
25-Mar-65,"Military - Royal Canadian Air Force",20727,"Canadair CP-107 MK-2","Off San Juan, Puerto Rico",16,16,0
26-Mar-65,"Pakistan International Airlines",AP-AAH,"Douglas C-47","Lowery Pass, Pakistan",26,22,0
31-Mar-65,"Iberia Airlines",EC-ATH,"Convair CV-440-62","Off Tangier, Morocco",53,50,0
09-Apr-65,"Ortner Air Service - Taxi",N84R,"Beech C-45H","Bellfontaine, Ohio",2,2,0
10-Apr-65,"Alia Royal Jordanian Airlines",JY-ACQ,"Handley Page Dart Herald 207","Near Damascus, Syria",54,54,0
14-Apr-65,"British United Airways",G-ANTB,"Douglas C-47B","Jersey, Channel Islands, UK",27,26,0
17-Apr-65,"Baker Aero Inc. - Taxi",N7397P,"Piper PA-24","Johnstown, Pennsylvania",2,2,0
23-Apr-65,"Aaxico Airlines",N6541C,"Douglas DC-6A","Near Seattle, Washington",5,5,0
05-May-65,"Iberia Airlines",EC-AIN,"Lockheed 1049G-55 Super Constellation","Tenerife, Canary Islands, Spain Canary Islands",49,30,0
20-May-65,"Pakistan International Airlines",AP-AMH,"Boeing B-720-040B","Cairo, Egypt",127,121,0
15-Jun-65,"Military - U.S. Army / Military - U.S. Army",63-8760/63-8840,"Bell UH-1D / Bell UH1D (helicopters)","Near Colombus, Georgia",18,18,0
25-Jun-65,"Military - U.S. Air Force",60-0373,"Boeing C-135A","Near Santa Ana, California",85,85,0
28-Jun-65,"Pan American World Airways",N761PA,"Boeing B-707-321B","San Francisco, California",153,0,0
01-Jul-65,"Continental Airlines",N70773,"Boeing B-707-124","Kansas City, Missouri",66,0,0
06-Jul-65,"Military -Royal Air Force",TG577,"Handley Page Hastings C Mark 1","Near Oxford, England",41,41,0
07-Jul-65,"Military - Soviet Air Force",?,"Antonov AN-12","Cairo, Egypt",31,30,0
08-Jul-65,"Canadian Pacific Air Lines",CF-CUQ,"Douglas DC-6B","Dog Creek, British Columbia, Canada",52,52,0
11-Jul-65,"Military - U.S. Air Force",55-1036,"EC-121H (Super Constellation)","Off Nantucket, Massachusetts",19,16,0
15-Jul-65,"Virgin Islands Airways",N6503D,"de Havilland 106A","St. Thomas, Virgin Islands",12,8,0
17-Jul-65,"Military - Japan Maritime Self Defense Force",?,"Lockheed P2V-7","Off Choushi, Japan",11,11,0
25-Jul-65,"Military - Philippine Air Force",777,"Douglas C-47","Near Libacao, Philippines",37,37,0
04-Aug-65,"Rutas Internacionales Peruanes",OB-R-769,"Douglas C-54D","Panama City, Panama",7,7,0
12-Aug-65,"Paraense Transportes A‚reos",PP-BTH,"Curtiss C-46A","Near Cuiaba, Brazil",13,13,0
16-Aug-65,"United Air Lines",N7036U,"Boeing B-727-22","Lake Michigan, near Chicago, Illinois",30,30,0
20-Aug-65,"LOT Polish Airlines",SP-LVA,"Vickers 804 Viscount","Jeuk, Belgium",4,4,0
24-Aug-65,"Military - U.S. Marine Corps",149802,"Lockheed KC-130F","Hong Kong",72,59,0
04-Sep-65,"Cordova Airlines",N6305U,"Aero Commander 680","Lake Tustumena, Alaska",5,4,0
11-Sep-65,"Filipinas Orient Airways",PI-C942,"Douglas DC-3A","Near La Carlota, Phillipines",11,11,0
14-Sep-65,"Ethiopian Airlines",ET-ABI,"Douglas DC-3","Gore, Ethiopia",17,17,0
16-Sep-65,"Air Vietnam (South Vietnam)",XV-NIC,"Douglas DC-3","Quang Ngai, South Vietnam",39,38,0
16-Sep-65,"TAO",HC-AFQ,"Transportes A‚reos Orientales","Near Pastaza, Ecuador",11,9,0
17-Sep-65,"Pan American World Airways",N708PA,"Boeing B-707-121B","Montserrat, Antigua",30,30,0
27-Sep-65,"Air America",N9574Z,"Beechcraft C-45H","Bao Trai, Vietnam",3,3,0
08-Oct-65,"Pakistan International Airlines",AP-ATT,"Fokker F-27 Friendship 200","Near Patian, Pakistan",4,4,0
17-Oct-65,"AVIANCA",HK-118/HK-922F,"Douglas DC-3 / Piper PA-18A","Bucaramanga, Colombia",19,19,0
17-Oct-65,"Kalinga Airlines",VT-AUQ,"Douglas C-47A","Mohanbari, India",8,8,0
18-Oct-65,"International Control Commision",F-BELV,"Boeing 307 Stratoliner B-1","Near Hanoi, Vietnam",13,13,0
20-Oct-65,"Philippine Air Lines",PI-C-144,"Douglas DC-3","Near Manila, Philippines",37,1,0
27-Oct-65,"British European Airways",G-APEE,"Vickers Vanguard 951","London, England",36,36,0
02-Nov-65,"Military - French Air Force",316410,"Douglas C-47A","Obock, French Somaliland",30,30,0
03-Nov-65,"Military - Argentine Air Force",TC-48,"Douglas C-54","Off Puerto Lemon, Costa Rica",68,68,0
04-Nov-65,"Aeropesca",?,"Consolidated PBY-5A Catalina","Southeastern Colombia",?,6,0
08-Nov-65,"Aerolineas TAO",HK-1202,"Douglas C-47DL","Near Boqueron, Colombia",30,30,0
08-Nov-65,"American Airlines",N1996,"Boeing B-727-23","Cincinnati Airport, near Covington, Kentucky",62,58,0
10-Nov-65,"Aeroflot",CCCP-45086,"Tupolev TU-124","Murmansk, Russia",64,32,0
11-Nov-65,"United Air Lines",N7030U,"Boeing B-727-22","Salt Lake City, Utah",91,43,0
12-Nov-65,"Skyway Air - Taxi",N9915Z,"Beechcraft C-45H","Maui, Hawaii",2,2,0
14-Nov-65,"Paul Kelly Flying Service Inc.",N243F,"Learjet 23","Near Palm Springs, California",8,8,0
27-Nov-65,"Edde Airlines",N485,"Douglas C-53-DO (DC-3A)","Salt Lake City , Utah",13,13,0
04-Dec-65,"Trans World Airlines / Eastern Air Lines",N748TW/N6218C,"Boeing B-707-131B / L1049C Constellation","Carmel, New York",112,4,0
07-Dec-65,"Spantax",EC-ARZ,"Douglas DC-3","Tenerife, Canary Islands",32,32,0
11-Dec-65,"Military - U.S. Air Force",56-4376,"Fairchild C-123C","Near Tuy Hoa, South Vietnam",85,85,0
12-Dec-65,"Air Taxi",N89805C,"Cessna 120","Kingman, Arizona",2,2,0
16-Dec-65,"Air Manila",PI-C856,"Douglas DC-3A","Legaspi, Philippines",21,2,0
29-Dec-65,"Ray A. Gardner - Taxi",N4554D,"Beechcraft G35","Redericksburg, Texas",3,3,0
01-Jan-66,"Garuda Indonesia Airlines / Garuda Indonesia Airlines",PK-GDU/PK-GDE,"Douglas DC-3 / Douglas DC-3","Near Palembang, Sumatra, Indonesia",34,34,0
01-Jan-66,"Aeroflot",CCCP-61618,"Ilyushin IL-14P","Kamchatsky, Russia",23,23,0
09-Jan-66,"Satena",?,"DC3(C47)","Chipaque, Cundinamarca, Colombia",11,11,0
15-Jan-66,"AVIANCA",HK-730,"Douglas DC-6-54B","Off Cartagena, Colombia",64,56,0
22-Jan-66,"COHATA",N4662,"Douglas DC-3","Port-au-Prince, Haiti",35,30,0
24-Jan-66,"Air India",VT-DMN,"Boeing B-707-437","Mont Blanc, French Alps, Switzerland",117,117,0
25-Jan-66,"Military - U.S. Air Force",54-0702,"Fairchild C-123B","Near Binh Khe, South Vietnam",46,46,0
27-Jan-66,"Devener Flying Service - Taxi",N598C,"Beechcraft B95A","Erie, Pennsylvania",3,3,0
28-Jan-66,"Lufthansa",D-ACAT,"Convair CV-440-0","Bremen, Germany",46,46,0
04-Feb-66,"All Nippon Airways",JA8302,"Boeing B-727-81","Tokyo Bay, Japan",133,133,0
07-Feb-66,"Indian Airlines",PH-SAB,"Fokker F-27 Friendship 200","Srinagar, India",37,37,0
08-Feb-66,"Beatty Flying Service - Taxi",N112U,"Beechcraft D35","Mattoon, Illinois",2,2,0
15-Feb-66,"Indian Airlines",VT-DPP,"Sud Aviation SE-210 Caravelle VIN","Delhi, India",80,2,0
16-Feb-66,"Aeroflot",CCCP-52058,"Ilyushin IL-18M","Near Pechora, Russia",35,35,0
17-Feb-66,"Aeroflot",CCCP-76491,"Tupolev Tu-114D","Moscow, Russia",66,21,0
17-Feb-66,"Aeroflot",?,"Tupolev Tu-114","Moscow, Russia",21,21,
18-Feb-66,"Belgian International Air Services",OO-ABG,"Douglas DC-6B","Near Milan, Italy",4,4,0
04-Mar-66,"Canadian Pacific Air Lines",CF-CPK,"McDonnell Douglas DC-8-43","Near Tokyo, Japan",72,64,0
05-Mar-66,"British Overseas Airways",G-APFE,"Boeing B-707-436","Near Gotemba City, Mt. Fuji, Japan",124,124,0
08-Mar-66,"Bassett Complany - Taxi",N3296W,"Piper PA-32","Santa Cruz Island, California",6,6,0
10-Mar-66,"?",CF-MSK,"Grumman G-21A","Reef Island, Alaska",7,6,0
10-Mar-66,"Trans Mediterranean Airways",OD-AEL,"Douglas DC-6A","Athens, Greece",5,5,0
18-Mar-66,"United Arab Airlines",SU-AOA,"Antonov AN-24B","Cairo, Egypt",30,30,0
20-Mar-66,"Servicios Americanos",N1245N,"Curtiss C-46F","Asuncion, Paraguay",2,2,0
05-Apr-66,"Layman Weikle - Taxi",N2486U,"Cessna 172D","Princeston, West Virginia",2,2,0
09-Apr-66,"Military - U.S. Navy",152171,"Lockheed P-3A Orion","Off San Diego, California",11,11,0
17-Apr-66,"Continental Air Services",N8744R,"Douglas C-47A","Sam Neua, Laos",2,2,0
22-Apr-66,"American Flyers Airline",N183H,"Lockheed 188C Electra","Near Ardmore, Oklahoma",98,83,0
23-Apr-66,"Aeroflot",CCCP-61772,"Ilyushin IL-14","Off Baku, Azerbaijan",33,33,0
